Time,Type,Skill/Condition,Hit#,Coeff,StrikeDmg,Stacks,PerStack,CondTotal,BaseDurMs,AdjDurMs,DurBonus%,WeaversProwess,ActiveTotal,Power,WeaponStr,CondDmg,InfernoPower,CritCh%,CritDmg%,CritMul,Might,Fury,VulnStacks,VulnMul,StrikeMul,BaseStrike,AddStrike,PyroMul,StormMul,BoltMul,SerratedMul,FieryMightMul,PiercingMul,FlowLikeWaterMul,ZapMul,RelicStrikeMul,CondMul,SigilCondAdd,SigilCondMul,BaseTick,TempAria,TranscTemp,ElemRage,EmpAuras,FamProwess,EmpFlame,PowOvr,PolyPow,PolyFer,Att,Att2,Extra
3.400,CAST,Earthquake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earth,,680ms
3.400,HIT,Earth Attunement,1.1,0,0,,,,,,,,,3921,1100,750,,86.87,241.991,2.233,25,true,25,1.25,1.653,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1,1.25,,,,,,,,,0,150,0,0,Earth,,
3.560,APPLY,Burning,,,,1,,,2000,3800,90,false,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Storms (Fire)
3.560,HIT,Glyph of Storms (Fire),1.3,0.5,2072,,,,,,,,,4221,690.5,750,,86.87,241.991,2.233,25,true,25,1.25,1.653,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1,1.25,,,,,,,,,150,300,0,0,Fire,,field
3.560,TICK,Burning,,,,9,531,4782,,,,,,,,750,3921,,,,25,,25,1.25,,,,,,,,,,,,,1.25,0,1,425.08,0,0,0,0,0,,,,,,,
3.880,HIT,Earthquake,1.1,3,16722,,,,,,,,,3921,1000,750,,86.87,241.991,2.233,25,true,25,1.25,1.653,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1,1.25,,,,,,,,,0,150,0,0,Earth,,
4.080,CAST,Rock Barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earth,,760ms
4.560,APPLY,Burning,,,,1,,,2000,3800,90,false,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Storms (Fire)
4.560,HIT,Glyph of Storms (Fire),1.4,0.5,2216,,,,,,,,,4344,690.5,750,,91.093,245.084,2.322,25,true,25,1.25,1.653,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1,1.25,,,,,,,,,150,300,0,0,Fire,,field
4.560,TICK,Burning,,,,10,543,5429,,,,,,,,750,4044,,,,25,,25,1.25,,,,,,,,,,,,,1.25,0,1,434.3,0,0,0,0,0,,,,,,,
4.840,CAST,Hurl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earth,,0ms
4.840,CAST,Dust Devil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earth,,320ms
4.840,HIT,Rock Barrier,1.1,0,0,,,,,,,,,4044,1000,750,,91.093,245.084,2.322,25,true,25,1.25,1.653,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1,1.25,,,,,,,,,0,150,0,0,Earth,,
5.000,HIT,Dust Devil,1.1,0.4,2390,,,,,,,,,4044,1000,750,,91.093,245.084,2.322,25,true,25,1.25,1.653,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1,1.25,,,,,,,,,0,150,0,0,Earth,,
5.140,APPLY,Bleeding,,,,1,,,8000,8000,0,false,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hurl
5.140,HIT,Hurl,1.1,0.44,2629,,,,,,,,,4044,1000,750,,91.093,245.084,2.322,25,true,25,1.25,1.653,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1,1.25,,,,,,,,,0,150,0,0,Earth,,
5.140,APPLY,Burning,,,,1,,,1000,1900,90,false,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combo (Fire/Projectile)
5.160,CAST,Churning Earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earth,,960ms
5.160,SWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earth→Air
5.160,CAST,Lightning Strike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air,,0ms
5.160,HIT,Air Attunement,1.1,0,0,,,,,,,,,4044,1100,750,,91.093,255.084,2.413,25,true,25,1.25,1.653,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1,1.25,,,,,,,,,0,150,0,0,Air,,
5.160,HIT,Electric Discharge,1.1,0.35,2067,,,,,,,,,4044,690.5,750,,91.093,355.084,3.324,25,true,25,1.25,1.653,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1,1.25,,,,,,,,,0,150,0,0,Air,,
5.160,HIT,Lightning Strike,1.1,1.2,7452,,,,,,,,,4044,1000,750,,91.093,255.084,2.413,25,true,25,1.25,1.653,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1,1.25,,,,,,,,,0,150,0,0,Air,,
5.340,APPLY,Bleeding,,,,1,,,8000,8000,0,false,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hurl
5.340,HIT,Hurl,2.1,0.44,2629,,,,,,,,,4044,1000,750,,91.093,245.084,2.322,25,true,25,1.25,1.653,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1,1.25,,,,,,,,,0,150,0,0,Earth,,
5.340,APPLY,Burning,,,,1,,,1000,1900,90,false,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combo (Fire/Projectile)
5.540,APPLY,Bleeding,,,,1,,,8000,8000,0,false,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hurl
5.540,HIT,Hurl,3.1,0.44,2629,,,,,,,,,4044,1000,750,,91.093,245.084,2.322,25,true,25,1.25,1.653,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1,1.25,,,,,,,,,0,150,0,0,Earth,,
5.540,APPLY,Burning,,,,1,,,1000,1900,90,false,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combo (Fire/Projectile)
5.560,APPLY,Burning,,,,1,,,2000,3800,90,false,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Storms (Fire)
5.560,HIT,Glyph of Storms (Fire),1.5,0.5,2216,,,,,,,,,4344,690.5,750,,91.093,245.084,2.322,25,true,25,1.25,1.653,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1,1.25,,,,,,,,,150,300,0,0,Fire,,field
5.560,TICK,Burning,,,,13,543,7057,,,,,,,,750,4044,,,,25,,25,1.25,,,,,,,,,,,,,1.25,0,1,434.3,0,0,0,0,0,,,,,,,
5.740,APPLY,Bleeding,,,,1,,,8000,8000,0,false,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hurl
5.740,HIT,Hurl,4.1,0.44,2629,,,,,,,,,4044,1000,750,,91.093,245.084,2.322,25,true,25,1.25,1.653,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1,1.25,,,,,,,,,0,150,0,0,Earth,,
5.740,APPLY,Burning,,,,1,,,1000,1900,90,false,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combo (Fire/Projectile)
5.940,APPLY,Bleeding,,,,1,,,8000,8000,0,false,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hurl
5.940,HIT,Hurl,5.1,0.44,2629,,,,,,,,,4044,1000,750,,91.093,245.084,2.322,25,true,25,1.25,1.653,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1,1.25,,,,,,,,,0,150,0,0,Earth,,
5.940,APPLY,Burning,,,,1,,,1000,1900,90,false,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combo (Fire/Projectile)
5.960,APPLY,Bleeding,,,,10,,,8000,8000,0,false,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Churning Earth
5.960,HIT,Churning Earth,1.1,3,17927,,,,,,,,,4044,1000,750,,91.093,245.084,2.322,25,true,25,1.25,1.653,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1,1.25,,,,,,,,,0,150,0,0,Earth,,
5.960,APPLY,Bleeding,,,,6,,,6000,6000,0,false,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bloodstone Explosion
5.960,HIT,Bloodstone Explosion,1.1,3,14228,,,,,,,,,4344,690.5,750,,91.093,245.084,2.322,25,true,25,1.25,1.769,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.25,,,,,,,,,150,300,0,0,Fire,,
6.000,HIT,Dust Devil,2.1,0.4,2558,,,,,,,,,4044,1000,750,,91.093,245.084,2.322,25,true,25,1.25,1.769,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.25,,,,,,,,,0,150,0,0,Earth,,
6.120,CAST,Signet of Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air,,520ms
6.140,TICK,Bleeding,,,,21,84,1759,,,,,,,,750,0,,,,25,,25,1.25,,,,,,,,,,,,,1.25,0,1,67,0,0,0,0,0,,,,,,,
6.560,APPLY,Burning,,,,1,,,2000,3800,90,false,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Storms (Fire)
6.560,HIT,Glyph of Storms (Fire),1.6,0.5,2371,,,,,,,,,4344,690.5,750,,91.093,245.084,2.322,25,true,25,1.25,1.769,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.25,,,,,,,,,150,300,0,0,Fire,,field
6.560,APPLY,Burning,,,,2,,,10000,19000,90,false,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Signet of Fire
6.560,HIT,Signet of Fire,1.1,0.5,2294,,,,,,,,,4044,690.5,750,,91.093,255.084,2.413,25,true,25,1.25,1.769,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.25,,,,,,,,,0,150,0,0,Air,,
6.560,TICK,Burning,,,,17,543,9229,,,,,,,,750,4044,,,,25,,25,1.25,,,,,,,,,,,,,1.25,0,1,434.3,0,0,0,0,0,,,,,,,
6.640,CAST,Ride the Lightning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air,,120ms
6.720,HIT,Ride the Lightning,1.1,1.5,9967,,,,,,,,,4044,1000,750,,91.093,255.084,2.413,25,true,25,1.25,1.769,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.25,,,,,,,,,0,150,0,0,Air,,
6.760,SWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air→Water
6.760,CAST,Shatterstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,,400ms
6.760,HIT,Water Attunement,1.1,0,0,,,,,,,,,4044,1100,750,,91.093,245.084,2.322,25,true,25,1.25,1.769,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.25,,,,,,,,,0,150,0,0,Water,,
7.000,HIT,Dust Devil,3.1,0.4,2558,,,,,,,,,4044,1000,750,,91.093,245.084,2.322,25,true,25,1.25,1.769,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.25,,,,,,,,,0,150,0,0,Earth,,
7.120,HIT,Shatterstone,1.1,0.8,5115,,,,,,,,,4044,1000,750,,91.093,245.084,2.322,25,true,25,1.25,1.769,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.25,,,,,,,,,0,150,0,0,Water,,
7.140,TICK,Bleeding,,,,21,84,1759,,,,,,,,750,0,,,,25,,25,1.25,,,,,,,,,,,,,1.25,0,1,67,0,0,0,0,0,,,,,,,
7.160,CAST,Water Trident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,,680ms
7.560,APPLY,Burning,,,,1,,,2000,3800,90,false,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Storms (Fire)
7.560,HIT,Glyph of Storms (Fire),1.7,0.5,2371,,,,,,,,,4344,690.5,750,,91.093,245.084,2.322,25,true,25,1.25,1.769,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.25,,,,,,,,,150,300,0,0,Fire,,field
7.560,TICK,Burning,,,,14,543,7600,,,,,,,,750,4044,,,,25,,25,1.25,,,,,,,,,,,,,1.25,0,1,434.3,0,0,0,0,0,,,,,,,
7.680,HIT,Water Trident,1.1,2.4,15346,,,,,,,,,4044,1000,750,,91.093,245.084,2.322,25,true,25,1.25,1.769,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.25,,,,,,,,,0,150,0,0,Water,,
7.680,APPLY,Burning,,,,1,,,3000,5700,90,false,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burning Precision
7.800,HIT,Shatterstone,2.1,0.8,5115,,,,,,,,,4044,1000,750,,91.093,245.084,2.322,25,true,25,1.25,1.769,1.155,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.25,,,,,,,,,0,150,0,0,Water,,
7.840,CAST,Frost Aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,,0ms
7.840,CAST,Ice Shards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,,560ms
7.840,HIT,Frost Aura,1.1,0,0,,,,,,,,,4085,1000,750,,92.501,246.115,2.352,25,true,25,1.25,1.785,1.166,0.11,1.07,1.07,1,1,1,1,1,1,1.07,1.263,,,,,,,,,0,150,0,0,Water,,
8.140,TICK,Bleeding,,,,21,85,1776,,,,,,,,750,0,,,,25,,25,1.25,,,,,,,,,,,,,1.263,0,1,67,0,0,0,0.01,0,,,,,,,
8.320,HIT,Ice Shards,1.1,0.4,2641,,,,,,,,,4085,1000,750,,92.501,246.115,2.352,25,true,25,1.25,1.785,1.166,0.11,1.07,1.07,1,1,1,1,1,1,1.07,1.263,,,,,,,,,0,150,0,0,Water,,
8.320,HIT,Ice Shards,1.2,0.4,2641,,,,,,,,,4085,1000,750,,92.501,246.115,2.352,25,true,25,1.25,1.785,1.166,0.11,1.07,1.07,1,1,1,1,1,1,1.07,1.263,,,,,,,,,0,150,0,0,Water,,
8.320,HIT,Ice Shards,1.3,0.4,2641,,,,,,,,,4085,1000,750,,92.501,246.115,2.352,25,true,25,1.25,1.785,1.166,0.11,1.07,1.07,1,1,1,1,1,1,1.07,1.263,,,,,,,,,0,150,0,0,Water,,
8.400,CAST,Ice Shards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,,560ms
8.560,APPLY,Burning,,,,1,,,2000,3800,90,false,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Storms (Fire)
8.560,HIT,Glyph of Storms (Fire),1.8,0.5,2447,,,,,,,,,4385,690.5,750,,92.501,246.115,2.352,25,true,25,1.25,1.785,1.166,0.11,1.07,1.07,1,1,1,1,1,1,1.07,1.263,,,,,,,,,150,300,0,0,Fire,,field
8.560,TICK,Burning,,,,12,552,6626,,,,,,,,750,4085,,,,25,,25,1.25,,,,,,,,,,,,,1.263,0,1,437.38,0,0,0,0.01,0,,,,,,,
8.880,HIT,Ice Shards,1.1,0.4,2641,,,,,,,,,4085,1000,750,,92.501,246.115,2.352,25,true,25,1.25,1.785,1.166,0.11,1.07,1.07,1,1,1,1,1,1,1.07,1.263,,,,,,,,,0,150,0,0,Water,,
8.880,HIT,Ice Shards,1.2,0.4,2641,,,,,,,,,4085,1000,750,,92.501,246.115,2.352,25,true,25,1.25,1.785,1.166,0.11,1.07,1.07,1,1,1,1,1,1,1.07,1.263,,,,,,,,,0,150,0,0,Water,,
8.880,HIT,Ice Shards,1.3,0.4,2641,,,,,,,,,4085,1000,750,,92.501,246.115,2.352,25,true,25,1.25,1.785,1.166,0.11,1.07,1.07,1,1,1,1,1,1,1.07,1.263,,,,,,,,,0,150,0,0,Water,,
8.960,CAST,Water Trident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,,680ms
9.140,TICK,Bleeding,,,,21,85,1776,,,,,,,,750,0,,,,25,,25,1.25,,,,,,,,,,,,,1.263,0,1,67,0,0,0,0.01,0,,,,,,,
9.480,HIT,Water Trident,1.1,2.4,15844,,,,,,,,,4085,1000,750,,92.501,246.115,2.352,25,true,25,1.25,1.785,1.166,0.11,1.07,1.07,1,1,1,1,1,1,1.07,1.263,,,,,,,,,0,150,0,0,Water,,
9.560,APPLY,Burning,,,,1,,,2000,3800,90,false,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Storms (Fire)
9.560,HIT,Glyph of Storms (Fire),1.9,0.5,2447,,,,,,,,,4385,690.5,750,,92.501,246.115,2.352,25,true,25,1.25,1.785,1.166,0.11,1.07,1.07,1,1,1,1,1,1,1.07,1.263,,,,,,,,,150,300,0,0,Fire,,field
9.560,TICK,Burning,,,,12,552,6626,,,,,,,,750,4085,,,,25,,25,1.25,,,,,,,,,,,,,1.263,0,1,437.38,0,0,0,0.01,0,,,,,,,
9.640,CAST,Shatterstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,,400ms
10.000,HIT,Shatterstone,1.1,0.8,4806,,,,,,,,,4085,1000,750,,92.501,246.115,2.352,25,true,25,1.25,1.624,1.061,0.01,1.07,1.07,1,1,1,1,1,1,1.07,1.263,,,,,,,,,0,150,0,0,Water,,
10.040,CAST,Ice Shards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,,560ms
10.140,TICK,Bleeding,,,,21,85,1776,,,,,,,,750,0,,,,25,,25,1.25,,,,,,,,,,,,,1.263,0,1,67,0,0,0,0.01,0,,,,,,,
10.520,HIT,Ice Shards,1.1,0.4,2403,,,,,,,,,4085,1000,750,,92.501,246.115,2.352,25,true,25,1.25,1.624,1.061,0.01,1.07,1.07,1,1,1,1,1,1,1.07,1.263,,,,,,,,,0,150,0,0,Water,,
10.520,HIT,Ice Shards,1.2,0.4,2403,,,,,,,,,4085,1000,750,,92.501,246.115,2.352,25,true,25,1.25,1.624,1.061,0.01,1.07,1.07,1,1,1,1,1,1,1.07,1.263,,,,,,,,,0,150,0,0,Water,,
10.520,HIT,Ice Shards,1.3,0.4,2403,,,,,,,,,4085,1000,750,,92.501,246.115,2.352,25,true,25,1.25,1.624,1.061,0.01,1.07,1.07,1,1,1,1,1,1,1.07,1.263,,,,,,,,,0,150,0,0,Water,,
10.560,APPLY,Burning,,,,1,,,2000,3800,90,false,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Storms (Fire)
10.560,HIT,Glyph of Storms (Fire),1.10,0.5,2226,,,,,,,,,4385,690.5,750,,92.501,246.115,2.352,25,true,25,1.25,1.624,1.061,0.01,1.07,1.07,1,1,1,1,1,1,1.07,1.263,,,,,,,,,150,300,0,0,Fire,,field
10.560,TICK,Burning,,,,12,552,6626,,,,,,,,750,4085,,,,25,,25,1.25,,,,,,,,,,,,,1.263,0,1,437.38,0,0,0,0.01,0,,,,,,,
10.600,CAST,Ice Shards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,,560ms
10.680,HIT,Shatterstone,2.1,0.8,4806,,,,,,,,,4085,1000,750,,92.501,246.115,2.352,25,true,25,1.25,1.624,1.061,0.01,1.07,1.07,1,1,1,1,1,1,1.07,1.263,,,,,,,,,0,150,0,0,Water,,
11.080,HIT,Ice Shards,1.1,0.4,2403,,,,,,,,,4085,1000,750,,92.501,246.115,2.352,25,true,25,1.25,1.624,1.061,0.01,1.07,1.07,1,1,1,1,1,1,1.07,1.263,,,,,,,,,0,150,0,0,Water,,
11.080,HIT,Ice Shards,1.2,0.4,2403,,,,,,,,,4085,1000,750,,92.501,246.115,2.352,25,true,25,1.25,1.624,1.061,0.01,1.07,1.07,1,1,1,1,1,1,1.07,1.263,,,,,,,,,0,150,0,0,Water,,
11.080,HIT,Ice Shards,1.3,0.4,2403,,,,,,,,,4085,1000,750,,92.501,246.115,2.352,25,true,25,1.25,1.624,1.061,0.01,1.07,1.07,1,1,1,1,1,1,1.07,1.263,,,,,,,,,0,150,0,0,Water,,
11.140,TICK,Bleeding,,,,21,85,1776,,,,,,,,750,0,,,,25,,25,1.25,,,,,,,,,,,,,1.263,0,1,67,0,0,0,0.01,0,,,,,,,
11.160,CAST,Ice Shards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,,560ms
11.400,SWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water→Fire
11.400,HIT,Fire Attunement,1.1,0,0,,,,,,,,,4426,1100,750,,93.909,247.146,2.382,25,true,25,1.25,1.64,1.071,0.02,1.07,1.07,1,1,1,1,1,1,1.07,1.275,,,,,,,,,150,300,0,0,Fire,,
11.400,HIT,Sunspot,1.1,0.6,1158,,,,,,,,,4426,690.5,750,,0,247.146,1,25,true,25,1.25,1.64,1.071,0.02,1.07,1.07,1,1,1,1,1,1,1.07,1.275,,,,,,,,,150,300,0,0,Fire,,
11.560,APPLY,Burning,,,,1,,,2000,3800,90,false,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Storms (Fire)
11.560,HIT,Glyph of Storms (Fire),1.11,0.5,2298,,,,,,,,,4426,690.5,750,,93.909,247.146,2.382,25,true,25,1.25,1.64,1.071,0.02,1.07,1.07,1,1,1,1,1,1,1.07,1.275,,,,,,,,,150,300,0,0,Fire,,field
11.560,TICK,Burning,,,,10,590,5903,,,,,,,,750,4426,,,,25,,25,1.25,,,,,,,,,,,,,1.275,0,1,462.95,0,0,0,0.02,0,,,,,,,
11.640,HIT,Ice Shards,1.1,0.4,2482,,,,,,,,,4126,1000,750,,93.909,247.146,2.382,25,true,25,1.25,1.64,1.071,0.02,1.07,1.07,1,1,1,1,1,1,1.07,1.275,,,,,,,,,0,150,0,0,Water,,
11.640,HIT,Ice Shards,1.2,0.4,2482,,,,,,,,,4126,1000,750,,93.909,247.146,2.382,25,true,25,1.25,1.64,1.071,0.02,1.07,1.07,1,1,1,1,1,1,1.07,1.275,,,,,,,,,0,150,0,0,Water,,
