Time,Type,Skill/Condition,Hit#,Coeff,StrikeDmg,Stacks,PerStack,CondTotal,BaseDurMs,AdjDurMs,DurBonus%,WeaversProwess,ActiveTotal,Power,WeaponStr,CondDmg,InfernoPower,CritCh%,CritDmg%,CritMul,Might,Fury,VulnStacks,VulnMul,StrikeMul,BaseStrike,AddStrike,PyroMul,StormMul,BoltMul,SerratedMul,FieryMightMul,PiercingMul,FlowLikeWaterMul,ZapMul,RelicStrikeMul,CondMul,SigilCondAdd,SigilCondMul,BaseTick,TempAria,TranscTemp,ElemRage,EmpAuras,FamProwess,EmpFlame,PowOvr,PolyPow,PolyFer,Att,Att2,Extra
10.185,HIT,Hurl,1.1,0.44,2923,,,,,,,,,3765,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,0,150,0,0,Earth,,
10.329,SWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earth→Fire
10.329,HIT,Fire Attunement,1.1,0,0,,,,,,,,,4065,1100,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
10.329,HIT,Sunspot,1.1,0.6,1341,,,,,,,,,4065,690.5,750,,0,233.533,1,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
10.385,APPLY,Bleeding,,,,1,,,8000,8000,0,false,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hurl
10.385,HIT,Hurl,2.1,0.44,3156,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
10.440,HIT,Overload Air,10.1,0.85,6706,,,,,,,,,4065,1100,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
10.585,APPLY,Bleeding,,,,1,,,8000,8000,0,false,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hurl
10.585,HIT,Hurl,3.1,0.44,3156,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
10.684,APPLY,Bleeding,,,,10,,,8000,8000,0,false,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Churning Earth
10.684,HIT,Churning Earth,2.1,3,21516,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
10.785,APPLY,Bleeding,,,,1,,,8000,8000,0,false,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hurl
10.785,HIT,Hurl,4.1,0.44,3156,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
10.844,CAST,Phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,480ms
10.970,HIT,Overload Air,11.1,0.85,6706,,,,,,,,,4065,1100,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
10.985,APPLY,Bleeding,,,,1,,,8000,8000,0,false,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hurl
10.985,HIT,Hurl,5.1,0.44,3156,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
10.998,TICK,Burning,,,,3,681,2043,,,,,,,,750,4065,,,,25,,25,1.25,,,,,,,,,,,,,1.563,0,1,435.88,0.05,0.2,0,0,0,,,,,,,
11.164,HIT,Phoenix,1.1,0.75,5379,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
11.185,TICK,Bleeding,,,,15,105,1570,,,,,,,,750,0,,,,25,,25,1.25,,,,,,,,,,,,,1.563,0,1,67,0.05,0.2,0,0,0,,,,,,,
11.204,APPLY,Burning,,,,2,,,6000,11400,90,false,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phoenix
11.204,HIT,Phoenix,2.1,1.7,12192,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
11.224,HIT,Phoenix,3.1,0.75,5379,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
11.324,CAST,Ring of Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,480ms
11.480,HIT,Overload Air,12.1,0.85,6706,,,,,,,,,4065,1100,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
11.604,APPLY,Burning,,,,2,,,4000,7600,90,false,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ring of Fire
11.604,HIT,Ring of Fire,1.1,2,14344,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
11.804,CAST,Fire Grab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,560ms
11.890,APPLY,Burning,,,,1,,,3000,5700,90,false,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Elementals
11.890,HIT,Glyph of Elementals,5.1,0,1460,,,,,,,,,4065,690.5,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,flat-strike
11.998,TICK,Burning,,,,8,681,5448,,,,,,,,750,4065,,,,25,,25,1.25,,,,,,,,,,,,,1.563,0,1,435.88,0.05,0.2,0,0,0,,,,,,,
12.000,HIT,Overload Air,13.1,0.85,6706,,,,,,,,,4065,1100,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
12.185,TICK,Bleeding,,,,15,105,1570,,,,,,,,750,0,,,,25,,25,1.25,,,,,,,,,,,,,1.563,0,1,67,0.05,0.2,0,0,0,,,,,,,
12.284,HIT,Fire Grab,1.1,3.5,25102,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
12.364,CAST,Dragon's Tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,680ms
12.520,HIT,Overload Air,14.1,0.85,6706,,,,,,,,,4065,1100,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
12.998,TICK,Burning,,,,8,681,5448,,,,,,,,750,4065,,,,25,,25,1.25,,,,,,,,,,,,,1.563,0,1,435.88,0.05,0.2,0,0,0,,,,,,,
13.044,CAST,Glyph of Storms (Fire),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,1120ms
13.185,TICK,Bleeding,,,,15,105,1570,,,,,,,,750,0,,,,25,,25,1.25,,,,,,,,,,,,,1.563,0,1,67,0.05,0.2,0,0,0,,,,,,,
13.924,APPLY,Burning,,,,1,,,2000,3800,90,false,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Storms (Fire)
13.924,HIT,Glyph of Storms (Fire),1.1,0.5,2476,,,,,,,,,4065,690.5,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,field
13.998,TICK,Burning,,,,9,681,6129,,,,,,,,750,4065,,,,25,,25,1.25,,,,,,,,,,,,,1.563,0,1,435.88,0.05,0.2,0,0,0,,,,,,,
14.164,CAST,Signet of Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,520ms
14.185,TICK,Bleeding,,,,15,105,1570,,,,,,,,750,0,,,,25,,25,1.25,,,,,,,,,,,,,1.563,0,1,67,0.05,0.2,0,0,0,,,,,,,
14.604,APPLY,Burning,,,,2,,,10000,19000,90,false,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Signet of Fire
14.604,HIT,Signet of Fire,1.1,0.5,2476,,,,,,,,,4065,690.5,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
14.604,APPLY,Burning,,,,1,,,3000,5700,90,false,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burning Precision
14.684,CAST,Overload Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,3320ms
14.684,HIT,Sunspot,1.1,0.6,1341,,,,,,,,,4065,690.5,750,,0,233.533,1,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
14.924,APPLY,Burning,,,,1,,,2000,3800,90,false,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Storms (Fire)
14.924,HIT,Glyph of Storms (Fire),1.2,0.5,2476,,,,,,,,,4065,690.5,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,field
14.964,APPLY,Burning,,,,1,,,10000,19000,90,false,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon's Tooth
14.964,HIT,Dragon's Tooth,1.1,2.25,16137,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
14.964,APPLY,Burning,,,,1,,,3000,5700,90,false,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overload Fire
14.964,HIT,Overload Fire,1.1,0.9,7100,,,,,,,,,4065,1100,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
14.964,APPLY,Burning,,,,1,,,1000,1900,90,false,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combo (Fire/Whirl)
14.964,APPLY,Burning,,,,1,,,1000,1900,90,false,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combo (Fire/Whirl)
14.998,TICK,Burning,,,,16,681,10897,,,,,,,,750,4065,,,,25,,25,1.25,,,,,,,,,,,,,1.563,0,1,435.88,0.05,0.2,0,0,0,,,,,,,
15.185,TICK,Bleeding,,,,15,105,1570,,,,,,,,750,0,,,,25,,25,1.25,,,,,,,,,,,,,1.563,0,1,67,0.05,0.2,0,0,0,,,,,,,
15.444,APPLY,Burning,,,,1,,,3000,5700,90,false,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overload Fire
15.444,HIT,Overload Fire,2.1,0.9,7100,,,,,,,,,4065,1100,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
15.444,APPLY,Burning,,,,1,,,1000,1900,90,false,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combo (Fire/Whirl)
15.444,APPLY,Burning,,,,1,,,1000,1900,90,false,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combo (Fire/Whirl)
15.924,APPLY,Burning,,,,1,,,2000,3800,90,false,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Storms (Fire)
15.924,HIT,Glyph of Storms (Fire),1.3,0.5,2476,,,,,,,,,4065,690.5,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,field
15.934,APPLY,Burning,,,,1,,,3000,5700,90,false,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overload Fire
15.934,HIT,Overload Fire,3.1,0.9,7100,,,,,,,,,4065,1100,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
15.934,APPLY,Burning,,,,1,,,1000,1900,90,false,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combo (Fire/Whirl)
15.934,APPLY,Burning,,,,1,,,1000,1900,90,false,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combo (Fire/Whirl)
15.998,TICK,Burning,,,,23,572,13158,,,,,,,,750,4065,,,,25,,25,1.25,,,,,,,,,,,,,1.313,0,1,435.88,0.05,0,0,0,0,,,,,,,
16.185,TICK,Bleeding,,,,15,88,1319,,,,,,,,750,0,,,,25,,25,1.25,,,,,,,,,,,,,1.313,0,1,67,0.05,0,0,0,0,,,,,,,
16.414,APPLY,Burning,,,,1,,,3000,5700,90,false,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overload Fire
16.414,HIT,Overload Fire,4.1,0.9,5785,,,,,,,,,4065,1100,750,,91.095,233.533,2.216,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,150,300,0,0,Fire,,
16.414,APPLY,Burning,,,,1,,,1000,1900,90,false,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combo (Fire/Whirl)
16.924,APPLY,Burning,,,,1,,,2000,3800,90,false,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Storms (Fire)
16.924,HIT,Glyph of Storms (Fire),1.4,0.5,2018,,,,,,,,,4065,690.5,750,,91.095,233.533,2.216,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,150,300,0,0,Fire,,field
16.998,TICK,Burning,,,,22,572,12586,,,,,,,,750,4065,,,,25,,25,1.25,,,,,,,,,,,,,1.313,0,1,435.88,0.05,0,0,0,0,,,,,,,
17.185,TICK,Bleeding,,,,15,88,1319,,,,,,,,750,0,,,,25,,25,1.25,,,,,,,,,,,,,1.313,0,1,67,0.05,0,0,0,0,,,,,,,
17.884,APPLY,Burning,,,,1,,,3000,5700,90,false,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overload Fire
17.884,HIT,Overload Fire,5.1,0.9,5785,,,,,,,,,4065,1100,750,,91.095,233.533,2.216,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,150,300,0,0,Fire,,
17.924,APPLY,Burning,,,,1,,,2000,3800,90,false,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Storms (Fire)
17.924,HIT,Glyph of Storms (Fire),1.5,0.5,2018,,,,,,,,,4065,690.5,750,,91.095,233.533,2.216,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,150,300,0,0,Fire,,field
17.998,TICK,Burning,,,,18,572,10298,,,,,,,,750,4065,,,,25,,25,1.25,,,,,,,,,,,,,1.313,0,1,435.88,0.05,0,0,0,0,,,,,,,
18.004,CAST,Dragon's Tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,680ms
18.185,TICK,Bleeding,,,,15,105,1570,,,,,,,,750,0,,,,25,,25,1.25,,,,,,,,,,,,,1.563,0,1,67,0.05,0.2,0,0,0,,,,,,,
18.684,CAST,Phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,480ms
18.884,APPLY,Burning,,,,1,,,3000,5700,90,false,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overload Fire
18.884,HIT,Overload Fire,6.1,0.9,7100,,,,,,,,,4065,1100,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
18.924,APPLY,Burning,,,,1,,,2000,3800,90,false,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Storms (Fire)
18.924,HIT,Glyph of Storms (Fire),1.6,0.5,2476,,,,,,,,,4065,690.5,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,field
18.998,TICK,Burning,,,,18,681,12259,,,,,,,,750,4065,,,,25,,25,1.25,,,,,,,,,,,,,1.563,0,1,435.88,0.05,0.2,0,0,0,,,,,,,
19.004,HIT,Phoenix,1.1,0.75,5379,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
19.044,APPLY,Burning,,,,2,,,6000,11400,90,false,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phoenix
19.044,HIT,Phoenix,2.1,1.7,12192,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
19.064,HIT,Phoenix,3.1,0.75,5379,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
19.164,CAST,Flamestrike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,600ms
19.280,APPLY,Burning,,,,1,,,3000,5700,90,false,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Elementals
19.280,HIT,Glyph of Elementals,6.1,0,400,,,,,,,,,4065,690.5,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,flat-strike
19.404,APPLY,Burning,,,,1,,,1500,2850,90,false,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
19.404,HIT,Flamestrike,1.1,0.5,3586,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
19.480,APPLY,Burning,,,,1,,,3000,5700,90,false,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Elementals
19.480,HIT,Glyph of Elementals,7.1,0,400,,,,,,,,,4065,690.5,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,flat-strike
19.680,APPLY,Burning,,,,1,,,3000,5700,90,false,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Elementals
19.680,HIT,Glyph of Elementals,8.1,0,400,,,,,,,,,4065,690.5,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,flat-strike
19.684,APPLY,Burning,,,,1,,,2500,4750,90,false,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
19.684,HIT,Flamestrike,2.1,0.7,5020,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
19.684,APPLY,Burning,,,,1,,,3000,5700,90,false,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burning Precision
19.764,CAST,Flamestrike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,600ms
19.880,HIT,Glyph of Elementals,9.1,0,4800,,,,,,,,,4065,690.5,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,flat-strike
